time,date,Source,News_Headlines
5.43 pm,2011-09-23,CNBC-TV18,"Buying opportunity seen in Sesa Goa, LIC Housing: Sukhani"
12.01 pm,2011-09-24,Moneycontrol.com,"Sukhani's view on BGR Energy, TCS"
2.20 pm,2011-09-25,CNBC-TV18,"TCS looks good in IT space, says Mohindar"
12.59 pm,2011-09-26,Moneycontrol.com,Analysts thumbs down Infosys results; will TCS march ahead?
11.02 am,2011-09-27,CNBC-TV18,Biggest disappointment from Infy is guidance: Cowen & Co
9.53 am,2011-09-28,CNBC-TV18,"TCS Q1 revenues seen up 12% to Rs 14,806 cr"
9.51 am,2011-09-29,CNBC-TV18,"Jai Bala's view on Infosys, TCS"
9.30 am,2011-09-30,Moneycontrol.com,"Infosys Q1 results, FY guidance disappoints; shrs tank"
9.16 am,2011-10-01,Reuters,"Infosys Q1 profit rises 33%, meets forecast"
4.46 pm,2011-10-02,Moneycontrol.com,TCS Q1 PAT seen up 11% at Rs 3250 cr
3.20 pm,2011-10-03,Moneycontrol.com,Will TCS steal a march over Infy yet again?
11.55 am,2011-10-04,CNBC-TV18,Expect Infy to cut dollar revenue guidance to 7-8%: IIFL
11.53 am,2011-10-05,Moneycontrol.com,What to expect from Infosys Q1 results
12.53 pm,2011-10-06,Moneycontrol.com,IT Q1FY13 results estimates: Motilal Oswal
12.13 pm,2011-10-07,Moneycontrol.com,IT Tier-1 to deliver 1-4% volume growth: P Lilladher
10.39 am,2011-10-08,Moneycontrol.com,IT likley to post modest volume growth: Dolat
11.45 am,2011-10-09,Moneycontrol.com,"Angel expects healthy quarter for IT, modest volume growth"
10.00 am,2011-10-10,Moneycontrol.com,Emkay expects subdued quarter from Tier I IT companies
12.57 pm,2011-10-11,Moneycontrol.com,"Slow ramp ups, macro worries to weigh on IT cos Q1 earnings"
5.30 pm,2011-10-12,CNBC-TV18,"Infosys, TCS top picks in IT space: Sukhani"
10.19 am,2011-10-13,CNBC-TV18,"Sell TCS, says Anil Manghnani"
5.40 pm,2011-10-14,CNBC-TV18,"Buy TCS at current levels, says Bhat"
1.04 pm,2011-10-15,Moneycontrol.com,"Here's how analysts view Infosys, TCS Q1 results"
12.11 pm,2011-10-16,Moneycontrol.com,"Buy TCS, Patel Engg, Financial Tech: Aashish Tater"
11.50 am,2011-10-17,CNBC-TV18,Expect Infosys to bounce back in FY14: Antique Broking
11.07 am,2011-10-18,Moneycontrol.com,Buy Infosys at current level: Kulkarni
10.53 am,2011-10-19,CNBC-TV18,"Buy TCS on dips, says Sandeep Shah"
10.26 am,2011-10-20,Reuters,Kotak cuts TCS to 'reduce' on valuations
9.40 am,2011-10-21,CNBC-TV18,"Below Rs 2200, Infosys may slip to Rs 2000: Manghnani"
8.51 am,2011-10-22,CNBC-TV18,"Macros tough, but clients sticking to decided spend: TCS"
8.50 am,2011-10-23,CNBC-TV18,"Bull's Eye: Buy JP Asso, TCS; short Crompton July futures"
10.13 pm,2011-10-24,CNBC-TV18,Change of guard in IT biz; TCS is new bellwether: Experts
7.13 pm,2011-10-25,CNBC-TV18,Amit Dalal`s view on IT space
7.11 pm,2011-10-26,CNBC-TV18,"More downside likely to happen in IT space, says Sukhani"
7.10 pm,2011-10-27,Moneycontrol.com,Infosys vs TCS: How the numbers stack up head-to-head
7.01 pm,2011-10-28,CNBC-TV18,"Infosys may slip to Rs 2150, says SP Tulsian"
6.44 pm,2011-10-29,CNBC-TV18,Unprecedented volatility continues to be a challenge: TCS
5.59 pm,2011-10-30,CNBC-TV18,TCS valuations too high; tough to sustain level: Equirus
5.44 pm,2011-10-31,CNBC-TV18,TCS may grow by mid-double digits in FY13: Angel Broking
5.07 pm,2011-11-01,Moneycontrol.com,TCS declares interim dividend of Rs 3 per share
4.58 pm,2011-11-02,Moneycontrol.com,TCS rubs salt in Infosys' wounds with strong Q1 earnings
4.48 pm,2011-11-03,CNBC-TV18,No further upside in Infy; sell to book profits: Harit Shah
2.08 pm,2011-11-04,Moneycontrol.com,"Sell TCS, Mahindra & Mahindra: GEPL Capital"
8.26 am,2011-11-05,Reuters,"Wipro's quarterly profit rises 18%, meets forecast"
6.00 pm,2011-11-06,CNBC-TV18,"TCS may outperform, says Sukhani"
3.53 pm,2011-11-07,Moneycontrol.com,Everest Group PEAK Matrix ranks TCS as a leader in Finance & Accounting Outsourcing
10.41 am,2011-11-08,CNBC-TV18,TCS may slip below Rs 1100: Sukhani
7.49 pm,2011-11-09,CNBC-TV18,Buy HCL Tech on dips: PN Vijay
3.49 pm,2011-11-10,PTI,Scandinavian Airlines to adopt TCS' F&A; platform
12.33 pm,2011-11-11,Moneycontrol.com,Motilal Oswal neutral on Tata Consultancy Services
12.16 pm,2011-11-12,Moneycontrol.com,Hold TCS; target of Rs 1160: Emkay
11.43 am,2011-11-13,Moneycontrol.com,Accumulate TCS; target of Rs 1304: Angel Broking
10.38 am,2011-11-14,CNBC-TV18,"Anu Jain's view on TCS, Infosys"
9.36 am,2011-11-15,CNBC-TV18,Super Six trading ideas for July 17
7.42 pm,2011-11-16,CNBC-TV18,Infosys may slip to Rs 2050- 2100: Baliga
3.08 pm,2011-11-17,Moneycontrol.com,Buy Tata Consultancy Services: Ventura
10.32 am,2011-11-18,PTI,Govt's proposed RTI project draws interest from IT firms
6.47 pm,2011-11-19,Moneycontrol.com,Accumulate TCS; target Rs 1290: P Lilladher
7.16 pm,2011-11-20,Reuters,Pricing worries cloud outlook for India's IT industry
6.15 pm,2011-11-21,CNBC-TV18,TCS a safe bet in IT space: Mohindar
6.11 pm,2011-11-22,CNBC-TV18,"Buy Cipla, Hero Motocorp: Mohindar"
3.47 pm,2011-11-23,Moneycontrol.com,Accumulate TCS; target of Rs 1465: Dolat Capital
10.51 am,2011-11-24,CNBC-TV18,TCS can move to Rs 1440: Atul Badkar
2.36 pm,2011-11-25,CNBC-TV18,"TCS, HCL Tech should outperform: Manghnani"
1.00 pm,2011-11-26,CNBC-TV18,"Buy TCS, Reliance Industries, says Sudarshan Sukhani"
2.22 pm,2011-11-27,Moneycontrol.com,Sell Infosys at current level: Mehta
9.44 am,2011-11-28,Moneycontrol.com,Super Six short term picks for Sept 7
8.42 am,2011-11-29,Reuters,"Plan in place for struggling Infosys, but no quick returns"
3.57 pm,2011-11-30,CNBC-TV18,"Wipro looks attractive, says Sukhani"
12.00 pm,2011-12-01,CNBC-TV18,"Hold Tata Motors, avoid Axis Bank: Sukhani"
9.01 am,2011-12-02,CNBC-TV18,TCS has target of Rs 1400: Sukhani
7.16 pm,2011-12-03,Reuters,'Infosys open to acquisitions exceeding 10% of its revenue'
10.13 am,2011-12-04,CNBC-TV18,"Buy TCS, says Sukhani"
5.12 pm,2011-12-05,Moneycontrol.com,Buy TCS: PN Vijay
12.26 pm,2011-12-06,Reuters,Tata Consultancy gaining market share: BofA
11.01 am,2011-12-07,CNBC-TV18,TCS has target of Rs 1370-1400: Manghnani
4.26 pm,2011-12-08,Reuters,TCS to buy CRL for $34m
8.58 am,2011-12-09,CNBC-TV18,Super Six: Top chart picks for August 13
11.09 am,2011-12-10,CNBC-TV18,"Accumulate TCS, says Sandeep Shah"
11.27 am,2011-12-11,Moneycontrol.com,Hold TCS; target of Rs 1264: KRChoksey
8.05 pm,2011-12-12,CNBC-TV18,TCS looks at inorganic growth to beef up European presence
10.22 am,2011-12-13,Moneycontrol.com,Sukhani's view midcap IT stocks
5.52 pm,2011-12-14,Moneycontrol.com,IT sector Q2 results preview: Dolat Capital
4.32 pm,2011-12-15,CNBC-TV18,"Wary of IT sector; Bet on L&T;, HDIL & cable-TV cos: Tulsian"
2.52 pm,2011-12-16,Reuters,Infosys September-quarter profit seen up 24.9%
6.22 pm,2011-12-17,CNBC-TV18,"PN Vijay positive on HCL Tech, TCS"
11.41 am,2011-12-18,Moneycontrol.com,TCS bags 8-year contract from UK govt for 350m pounds
11.11 am,2011-12-19,Moneycontrol.com,"Macro woes, margin pressure to drag IT firms' Q2 earnings"
1.44 pm,2011-12-20,CNBC-TV18,"Q2FY13: IT firms to post muted results, says Emkay Global"
10.52 am,2011-12-21,Moneycontrol.com,"HSBC downgrades TCS, HCL Tech to 'neutral'"
10.40 am,2011-12-22,CNBC-TV18,"See lower levels in Wipro, says Jai Bala"
5.45 pm,2011-12-23,CNBC-TV18,"TCS, Wipro, Ambuja Cement top picks: Sukhani"
5.04 pm,2011-12-24,CNBC-TV18,Buy TCS in October series: Sukhani
6.47 pm,2011-12-25,PTI,Average firm to spend $13-22m on cell mrktng this year:TCS
1.00 pm,2011-12-26,CNBC-TV18,Nasscom in talks with govt for clarity tax reforms: TCS
9.00 am,2011-12-27,CNBC-TV18,"Short TCS, says Sudarshan Sukhani"
5.02 pm,2011-12-28,CNBC-TV18,"Exit ONGC around Rs 295- 300 levels, says Baliga"
8.41 am,2011-12-29,Moneycontrol.com,Hold TCS; target of Rs 1309: KRChoksey
8.13 am,2011-12-30,Moneycontrol.com,Angel Broking neutral on Tata Consultancy Services
1.14 pm,2011-12-31,Moneycontrol.com,TCS inaugurates new center in Minneapolis
12.17 pm,2012-01-01,Moneycontrol.com,Hold TCS; target of Rs 1415: Nirmal Bang
8.45 pm,2012-01-02,PTI,RIL share value surpasses maximum buyback price
2.20 pm,2012-01-03,CNBC-TV18,"TCS, Axis Bank, ICICI Bank will be an outperformer: Sukhani"
11.15 am,2012-01-04,PTI,TCS shares up over 3% on smart Q2 earnings
11.12 am,2012-01-05,Moneycontrol.com,Analysts raise TCS target price after strong Q2
10.34 am,2012-01-06,CNBC-TV18,Antique's view on IT sector post Q2 earnings
9.16 am,2012-01-07,CNBC-TV18,"TCS sees environment being positive for renewals, deal wins"
8.21 am,2012-01-08,CNBC-TV18,"Bull's eye: Buy TCS, CESC, sell Kingfisher, Hindalco"
7.26 pm,2012-01-09,Reuters,TCS names R Gopinathan CFO upon incumbent's retirement
6.02 pm,2012-01-10,Moneycontrol.com,TCS tops expectations with 44% YoY rise in Q2 net profit
12.49 pm,2012-01-11,CNBC-TV18,"TCS, Wipro, Mindtree: Who will steal the show in Q2?"
11.41 am,2012-01-12,Moneycontrol.com,"TCS board meeting on Oct 19, 2012"
9.38 am,2012-01-13,CNBC-TV18,"Earnings Preview: How you should play ITC, TCS, Exide now"
7.19 pm,2012-01-14,CNBC-TV18,TCS Q2 PAT seen up 3.1% at Rs 3382.7cr
5.49 pm,2012-01-15,Moneycontrol.com,Will TCS stay ahead of the IT pack in Q2
10.42 am,2012-01-16,CNBC-TV18,HCL Tech looks good within IT space: Srivastava
12.54 pm,2012-01-17,CNBC-TV18,RIL to be rangebound; pick IndusInd Bank: Sanju Verma
2.02 pm,2012-01-18,CNBC-TV18,"After dismal Infy Q2 results, will other IT cos click? "
11.33 am,2012-01-19,CNBC-TV18,Need stability on management side of Infy biz: Moshe Katri
9.46 am,2012-01-20,Moneycontrol.com,"TCS, HCL Tech, Wipro open lower post Infosys results"
6.50 pm,2012-01-21,Moneycontrol.com,Emkay expects inline Q2 qtr from Tier I IT services
6.16 pm,2012-01-22,Moneycontrol.com,"Angel expects TCS,HCL Tech to lead growth in tier-I IT pack"
10.16 pm,2012-01-23,CNBC-TV18,"Indian IT cos cheer Obama's victory, but visa still a worry"
10.01 pm,2012-01-24,PTI,Cognizant maintains lead over Infosys; revenue at USD 1.9bn
5.18 pm,2012-01-25,PTI,Next 12 months to be better than last for IT sector: TCS
1.43 pm,2012-01-26,CNBC-TV18,"TCS downgraded to 'sell'; bet on Infy, HCL: CLSA"
10.50 am,2012-01-27,CNBC-TV18,Keep stoploss at Rs 1320 in TCS: Thukral
9.48 am,2012-01-28,CNBC-TV18,Expect more declines in Aditya Birla Nuvo: Sukhani
2.56 pm,2012-01-29,CNBC-TV18,"TCS has target of Rs 1400, says Rikesh Parikh"
8.32 am,2012-01-30,Reuters,"Wipro Q2 profit rises 24%, beats estimates"
3.23 pm,2012-01-31,Moneycontrol.com,Hold TCS; target of Rs 1370: ICICIdirect.com
3.16 pm,2012-02-01,Moneycontrol.com,TCS to invest Rs 550 cr in new campus in Indore
1.35 pm,2012-02-02,Moneycontrol.com,Accumulate TCS; target of Rs 1500: Dolat Capital
12.53 pm,2012-02-03,Moneycontrol.com,Motilal oswal neutral on Tata Consultancy Services
11.47 am,2012-02-04,Moneycontrol.com,Hold TCS; target of Rs 1428: R K Global
9.00 am,2012-02-05,CNBC-TV18,"Pick TCS at lower levels, says Sudarshan Sukhani"
12.52 pm,2012-02-06,Moneycontrol.com,Hold TCS; target of Rs 1345: SPA Research
3.02 pm,2012-02-07,PTI,"Airtel, Infosys, TCS among most sought after employers'"
11.08 am,2012-02-08,Moneycontrol.com,Accumulate TCS; target of Rs 1450: Prabhudas Lilladher
7.27 pm,2012-02-09,CNBC-TV18,"Book profit in HCL Tech, TCS: SP Tulsian"
3.23 pm,2012-02-10,Moneycontrol.com,"Buy TCS, Petronet LNG, Godrej Ind: Joshi"
3.16 pm,2012-02-11,Moneycontrol.com,Accumulate TCS; target of Rs 1393: KRChoksey
6.00 pm,2012-02-12,CNBC-TV18,"Exit TCS, HCL Tech: Baliga"
9.21 pm,2012-02-13,CNBC-TV18,Infosys may lower FY13 dollar guidance
3.58 pm,2012-02-14,CNBC-TV18,Stay away from Infosys: Sukhani
12.16 pm,2012-02-15,Reuters,IT shares shares extend fall on outlook worries
4.08 pm,2012-02-16,Moneycontrol.com,Dolat Capital handpicks 18 stocks for investment
8.28 pm,2012-02-17,PTI,CCI gives approval for restructuring of two TCS entities
12.36 pm,2012-02-18,Moneycontrol.com,"TCS wins multi-million, multi-year contract from UK Home office"
9.33 pm,2012-02-19,CNBC-TV18,TCS bags 5-year contract from UK Home office
2.33 pm,2012-02-20,CNBC-TV18,"Reliance Industries, TCS look good: Harchekar"
12.10 pm,2012-02-21,CNBC-TV18,No acquisition plans in China; positive on Europe ops: TCS
8.32 pm,2012-02-22,Moneycontrol.com,Know Your Investment: Stocks you can bet on next week
12.37 pm,2012-02-23,CNBC-TV18,See IT sector growth closer to 11% in FY13: NASSCOM
6.55 pm,2012-02-24,CNBC-TV18,"Enter TCS around Rs 1215- 1210, says SP Tulsian"
4.09 pm,2012-02-25,CNBC-TV18,Stay away from stocks with Parliamentary issues: Tulsian
7.36 pm,2012-02-26,Moneycontrol.com,TCS collaborates with SAP on Development of SAP Retail Execution 3.0 Mobile App
12.28 pm,2012-02-27,Moneycontrol.com,TCS rated as top ICT Employer of year in Netherlands
10.59 am,2012-02-28,CNBC-TV18,Accumulate ACC at Rs 1460: Karun Mutha
7.38 pm,2012-02-29,PTI,Infosys bags about USD 50m deal from MCA
7.37 pm,2012-03-01,Moneycontrol.com,Cyrus Mistry appoints as Deputy Chairman of TCS
4.39 pm,2012-03-02,CNBC-TV18,"Buy Tata Motors, Infosys, TCS: Sukhani"
2.07 pm,2012-03-03,Moneycontrol.com,TCS: New campus in Kolkata to be functional by 2014-15-end
11.32 am,2012-03-04,Reuters,TCS gains on Morgan Stanley rating upgrade
9.33 am,2012-03-05,Moneycontrol.com,Accumulate TCS; target of Rs 1280: KRChoksey
5.09 pm,2012-03-06,Moneycontrol.com,Buy TCS; target Rs 1410: Angel Broking
4.26 pm,2012-03-07,Moneycontrol.com,TCS wins 'supply chain project of the year' award in UK
2.32 pm,2012-03-08,PTI,Tata Sons appoints Cyrus P Mistry as chairman from Dec 28
2.20 pm,2012-03-09,Moneycontrol.com,Accumulate TCS; target Rs 1400: P Lilladher
10.56 am,2012-03-10,Reuters,TCS shares gain; management retains forecast
3.02 pm,2012-03-11,CNBC-TV18,"Go short on TCS around Rs 1208-1210, says Bothra"
1.56 pm,2012-03-12,Reuters,TCS falls ahead of analyst meeting
4.00 pm,2012-03-13,PTI,China's software industry revenue touches USD 311 billion
1.16 pm,2012-03-14,Moneycontrol.com,Know Your Investment: Stocks that you can trade next week
1.00 pm,2012-03-15,CNBC-TV18,TCS may slip to Rs 1150: Sukhani
5.46 pm,2012-03-16,PTI,Sales transactions on mobile devices may grow 20% by 2015
5.34 pm,2012-03-17,CNBC-TV18,US likely to launch 4 big I-T deals
4.00 pm,2012-03-18,Moneycontrol.com,TCS consumer sales transaction on mobile devices to grow 20% by 2015
9.32 am,2012-03-19,Moneycontrol.com,TCS up on bagging multi year deal
8.44 pm,2012-03-20,PTI,TCS signs multi-year contract with UK's Mitchells & Butlers
3.52 pm,2012-03-21,Moneycontrol.com,TCS enters into multi-year agreement with Mitchells & Butlers
10.43 am,2012-03-22,CNBC-TV18,"Stay away from TCS, says Sukhani"
4.07 pm,2012-03-23,CNBC-TV18,Sukhani upbeat on IT pack
11.08 am,2012-03-24,Moneycontrol.com,Mid-tier IT firms outperform big boys in 2012
6.21 pm,2012-03-25,Moneycontrol.com,Cyrus Mistry a new Chairman of TCS
11.59 am,2012-03-26,CNBC-TV18,Ratan Tata: How he turned around Tata
11.45 am,2012-03-27,CNBC-TV18,"Tata Group: Journey from Rs 8000cr to Rs 4,62,000cr m-cap"
2.32 pm,2012-03-28,CNBC-TV18,"Agarwal advises to sell Infosys, TCS"
1.13 pm,2012-03-29,CNBC-TV18,"Buy Apollo Tyres, TCS, Infosys: Sukhani"
12.14 pm,2012-03-30,PTI,"Ratan Tata to retire on Dec 28, Cyrus Mistry to succeed him"
1.19 pm,2012-03-31,CNBC-TV18,Jitender Kumar bullish on Bank of Baroda
5.26 pm,2012-04-01,CNBC-TV18,"TCS a safe bet, says Sudarshan Sukhani"
11.02 am,2012-04-02,CNBC-TV18,"TCS can retest Rs 1293-1295, says Thukral"
10.51 am,2012-04-03,PTI,'SCAM' to make 2013 a promising year for IT-BPO sector
9.29 am,2012-04-04,Moneycontrol.com,Expert view: Trading tips on 7 stocks; 2 multibaggers
9.00 am,2012-04-05,CNBC-TV18,"Go long in TCS, says Sukhani"
10.34 am,2012-04-06,Moneycontrol.com,Heads up! Stocks you should trade next week
12.42 pm,2012-04-07,CNBC-TV18,"Short term traders don?t buy Infosys, TCS, Wipro: Sukhani"
8.00 pm,2012-04-08,PTI,"TCS to scale up presence in China, Latin America, Europe "
6.41 pm,2012-04-09,CNBC-TV18,"TCS looks attractive, says Harendra Kumar"
4.46 pm,2012-04-10,PTI,"TCS West Bengal campus by FY15, to create 16,500 jobs"
3.04 pm,2012-04-11,Moneycontrol.com,"TCS to employ 16,500 IT and BPO professionals"
11.57 am,2012-04-12,Moneycontrol.com,IT sector Q3FY13 earning estimates: Motial Oswal
9.13 am,2012-04-13,CNBC-TV18,Infosys can test Rs 2600: Anil Manghnani
3.48 pm,2012-04-14,CNBC-TV18,IT sector looks quiet: Panda
11.26 am,2012-04-15,CNBC-TV18,Expect 120 bps fall in Infosys' margins in Q3: IIFL Inst
2.50 pm,2012-04-16,CNBC-TV18,Short TCS on rallies to Rs 1290; target Rs 1230: Kulkarni
3.28 pm,2012-04-17,PTI,Toughening biz environment major challenge: Ratan Tata
11.12 am,2012-04-18,CNBC-TV18,"Buy Infosys, TCS on dip: Bhamre"
11.10 am,2012-04-19,Moneycontrol.com,Cyclically IT sector Q3 likely to be weak: Angel
1.30 pm,2012-04-20,Moneycontrol.com,"Q3 preview: Weak client spend to hit IT, TCS seen gaining"
12.21 pm,2012-04-21,PTI,Muted Dec quarter earnings seen for Indian IT cos: Analysts
2.15 pm,2012-04-22,Moneycontrol.com,"Indian IT to do better in FY14, bet on HCL Tech: Goldman"
9.05 am,2012-04-23,CNBC-TV18,Super Six stocks you can bet on Jan 4
9.04 am,2012-04-24,CNBC-TV18,Buy TCS: Sudarshan Sukhani
8.25 am,2012-04-25,Moneycontrol.com,"TCS Q3 results on Jan 14, 2013"
9.18 am,2012-04-26,CNBC-TV18,"TCS sees stable pricing in 2013, to hire 60,000 more"
8.00 am,2012-04-27,CNBC-TV18,"TCS Q3 revenue rises 3% sequentially to Rs 16,070 cr"
10.32 pm,2012-04-28,PTI,"24,000 offers for campus placements: TCS"
7.15 pm,2012-04-29,CNBC-TV18,"TCS tops IT biz with all-round, consistent results: Experts"
5.15 pm,2012-04-30,Moneycontrol.com,TCS fixes record date for third interim dividend
5.11 pm,2012-05-01,Moneycontrol.com,TCS board declares third interim dividend
5.00 pm,2012-05-02,Moneycontrol.com,"TCS beats street with Q3 net profit of Rs 3551 cr, up 1%"
3.42 pm,2012-05-03,CNBC-TV18,See resistance in TCS around Rs 1360-1375: SP Tulsian
3.05 pm,2012-05-04,CNBC-TV18,TCS to add 5-7%; Infosys may rally to Rs 2950: Mohindar
2.10 pm,2012-05-05,CNBC-TV18,Infosys has target of Rs 3200: JM Financial
11.32 am,2012-05-06,Moneycontrol.com,"TCS jumps 3%, third quarter earnings eyed"
10.00 am,2012-05-07,Moneycontrol.com,Why Credit Suisse is unimpressed by Infosys Q3 performance
8.57 am,2012-05-08,CNBC-TV18,TCS Q3: Analysts see profit down 3% to Rs 3410 cr
12.28 pm,2012-05-09,CNBC-TV18,Is it time to shift out of TCS into Infosys? 
12.07 pm,2012-05-10,CNBC-TV18,"Expect 6-8% upside in Hexaware, Polaris: SP Tulsian"
11.25 am,2012-05-11,CNBC-TV18,Bullish on mkt till mid-Jan; buy Titan Indus: SP Tulsian
4.44 pm,2012-05-12,CNBC-TV18,"Tulsian sees Nifty at 6100, bets on banks & IT"
2.24 pm,2012-05-13,Moneycontrol.com,TCS soars 5% on Infosys' stellar performance in Q3
1.15 pm,2012-05-14,Moneycontrol.com,IT sectors Q3FY13 earning estimates: P Lilladher
12.17 pm,2012-05-15,CNBC-TV18,"Infosys, TCS, Wipro our top picks in IT: Antique Broking"
3.22 pm,2012-05-16,Moneycontrol.com,Hold Tata Consultancy Services; target Rs 1370: Way2Wealth
12.58 pm,2012-05-17,CNBC-TV18,"TCS has more room on upside, may retest Rs 1,395: Thukral"
12.22 pm,2012-05-18,Moneycontrol.com,Buy TCS; target of Rs 1491: Firstcall Research
9.51 am,2012-05-19,CNBC-TV18,"Go long in TCS, says Sudarshan Sukhani"
9.33 am,2012-05-20,CNBC-TV18,"TCS can move to Rs 1500, says Rajen Shah"
4.01 pm,2012-05-21,PTI,Infosys to take over Corp Affairs Min's MCA-21 project
1.45 pm,2012-05-22,Moneycontrol.com,Accumulate TCS; target Rs 1465: Angel Broking
11.45 am,2012-05-23,Moneycontrol.com,"Motilal Oswal neutral on TCS; target Rs 1,465"
11.29 am,2012-05-24,CNBC-TV18,TCS a top pick: Tirthankar Patnaik
11.01 am,2012-05-25,CNBC-TV18,HCL Technologies may go upto Rs 700: Manghnani
6.30 pm,2012-05-26,Moneycontrol.com,Accumulate TCS; target Rs 1451: KRChoksey
4.26 pm,2012-05-27,CNBC-TV18,Bullish on Spicejet; upbeat on Yes Bank Q3 result: Tulsian
2.04 pm,2012-05-28,Moneycontrol.com,Hold TCS; target Rs 1345: SPA Research
12.44 pm,2012-05-29,Moneycontrol.com,Accumulate TCS; target of Rs 1590: Dolat Capital
11.42 am,2012-05-30,CNBC-TV18,HCL Technologies has target of Rs 750: JM Financial
11.40 am,2012-05-31,CNBC-TV18,Infosys has target of Rs 3200: JM Financial
11.37 am,2012-06-01,CNBC-TV18,TCS has target of Rs 1580: JM  Financial
10.54 am,2012-06-02,Moneycontrol.com,TCS gains 3% on robust Q3; Here's what brokerages say
10.33 am,2012-06-03,CNBC-TV18,Book profits in TCS: Siddharth Bhamre
10.01 am,2012-06-04,Moneycontrol.com,"TCS gains for 3rd day on Q3 earnings, outlook"
10.00 am,2012-06-05,CNBC-TV18,Tata Consultancy Services can outperform peers: Thukral
6.28 pm,2012-06-06,Moneycontrol.com,Rajesh Gopinathan to be new CFO of TCS
4.04 pm,2012-06-07,CNBC-TV18,Ambit Cap's take on IT sector after Q3 nos
10.05 pm,2012-06-08,CNBC-TV18,Cognizant bullish on demand; sees uptick in client budgets
5.33 pm,2012-06-09,CNBC-TV18,Don't see tight budget for IT sector in CY13: TCS
9.50 am,2012-06-10,CNBC-TV18,"See higher levels in TCS, says Sudarshan Sukhani"
4.34 pm,2012-06-11,Moneycontrol.com,Red Hat awards TCS as System Integrator Partner of the year
11.37 am,2012-06-12,PTI,"M-cap of top seven cos dip by Rs 30,797 cr"
3.55 pm,2012-06-13,PTI,Corp Affairs Min expects to soon address MCA-21 glitches
3.55 pm,2012-06-14,Moneycontrol.com,TCS designated as leader & 2012 star performer in capital markets by Everest Group Research
9.57 am,2012-06-15,CNBC-TV18,TCS has support at Rs 1300: Sukhani
7.04 pm,2012-06-16,CNBC-TV18,Growing 21% globally; optimistic on UIDAI contract: SAP
3.55 pm,2012-06-17,Moneycontrol.com,TCS placed as a leader in Oracle Application Management Services
3.46 pm,2012-06-18,Moneycontrol.com,TCS BaNCS to support BNP Paribas' custody operations in US
12.08 pm,2012-06-19,CNBC-TV18,Buy OMCs on dip; 2013 to be good for IT stocks: PN Vijay
9.17 pm,2012-06-20,Moneycontrol.com,How to trade your favourite stocks next week?
3.51 pm,2012-06-21,PTI,"TCS seeks more time to set up SEZ units in AP, M'rashtra"
8.44 am,2012-06-22,Moneycontrol.com,TCS selected by Nokia as global IT Partner
7.12 pm,2012-06-23,Moneycontrol.com,Over 80% B-School grads prefer consulting as career: Survey
